Account,User Name,Followers at Posting,Created,Type,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score
“G”,gentrylmanley,61007,2020-10-14 12:17:26 PDT,Album,1915,17,0,https://www.instagram.com/p/CGVds-njnuo/,https://www.instagram.com/p/CGVds-njnuo/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/121267653_351119389557679_2821135554098534277_n.jpg?_nc_cat=103&ccb=2&_nc_sid=8ae9d6&_nc_ohc=1xhE33IlXWAAX-mUYEa&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=db9cdb271fd38c1ccd401cc6a78665ee&oe=60258A7B,,"No one can do everything, but everyone can do something...⛓

➖Global sex trafficking generates $150 BILLION annually.
➖55% of victims met their victims through the internet or social media.
➖Human trafficking is the fastest growing criminal industry in the world.
➖40.3 MILLION humans are held against their will today - 71% being women and girls and 1 out of 4 being children. Every 30 seconds a child is sold for sex, labor, and/or organ harvesting.
-
📢Posting on social media is an easy way to raise awareness, but here are some other great ways to help fight this evil!:

- Learn the signs and indicators of human trafficking. 
- Report a tip or concern to the National Human Trafficking Hotline 1-888-373-7888.
- Find ways to volunteer for local anti-trafficking organizations, but BE SURE to thoroughly research the organization and communicate with friends and family about what you are doing, where you'll be, and the name of the organization.
- Stay informed and sign up for the DOJ human trafficking alerts.
- Call, write, or email your local, state, and federal elected officials to let them know you care about combating human trafficking and find out what they are doing to address this problem.
-
""Speak up for those who cannot speak for themselves, for the rights of all who are destitute.""
Proverbs 31:8
-
Thank you @veebabyyy for organizing this fundraiser which is where I got this shirt! 🙏🏼
-
#endchildtrafficking
#humantrafficking
#sextrafficking
#humantraffickingawareness
#traffickinghub
#slavery
#savethekids
#betheirvoice
#saveourchildren
#stopnormalizingpedophilia
#childrencannotconsent",,,,"1,932",1.16
✖️Children’s Riot✖️,childrensriot,N/A,2020-09-19 09:35:29 PDT,Photo,1874,31,0,https://www.instagram.com/p/CFUzS5HA0X7/,https://www.instagram.com/p/CFUzS5HA0X7/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/119701459_3016074605341704_3830645001453368200_n.jpg?_nc_cat=110&ccb=2&_nc_sid=8ae9d6&_nc_ohc=3W2W-TQ4fPwAX8L1ym6&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=164e60aa98958ae2d18202598610d585&oe=6025228C,,"NOW IS THE TIME🔥 

Childrens Riot is ready to takeover.. are you?

We want to flood these social media feeds for one entire week & boldly say NOT MY KIDS. 

We do not agree with the exploitation of our children, of ANY children. WE SAY NO! 

Here’s how to do it 👊🏼
1. Post a pic or video holding or hugging your child/grandchild/niece/nephew/sign
(DO NOT show face of your child)
2. Tag @childrensriot and use hastag #MYCHILDRENSRIOT on your post.
*sign with a fact/quote or saying in pic is encouraged.
3. Tag all congressmen, celebrities, family and friends in your post.
4. DONATE DONATE DONATE! 
VENMO @childrens-riot to donate directly to Children’s Riot. Every penny received goes towards the fight against child sex trafficking on social media, goes towards reforming law, goes towards making this world a safer place for all of our children.

Think we can raise $10,000? 

I KNOW WE CAN 

Think we can take over social media? 

I KNOW WE CAN

Think we can continually flood our congressmen & government officials with letters demanding we be heard?! 

I KNOW WE CAN 

Let’s go fam, now is the time. 

.
.
#mychildrensriot #saveourchildren #endhumantrafficking #endchildabuse #jointhemovement #reform #notforsale #endchildtrafficking #jointheriot #startariot #protectthechildren #childrenslivesmatter #protecttheinnocent #childrensriot #letsriot",,,,"1,905",4.28
Gabriella|NJ Lifestyle Blogger,gabriellaamariaa,25330,2020-07-30 08:17:06 PDT,Photo,1543,96,0,https://www.instagram.com/p/CDRVyMhj2BN/,https://www.instagram.com/p/CDRVyMhj2BN/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116691993_1025042151262233_7331629300836222824_n.jpg?_nc_cat=103&ccb=2&_nc_sid=8ae9d6&_nc_ohc=CjZVIdgz7AcAX8QpcbP&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=2b9ecb16fa43e47b5fc3070949d18183&oe=6024062E,,"💙Today is “World Day Against Human Trafficking” !
💙Human trafficking is a 150 billion industry.
💙Over 2 million children are enslaved.
‼️We are uniting as Influencers Against Child Trafficking.
❌We are rising up!
❌We are getting loud!
❌We will not sit by and let the media ignore the millions of children missing and sold into slavery.
❌We ask you to do the same, join a movement, a demonstration, call out your media and local officials!
❌WHERE ARE ALL THE CHILDREN?⁉️
Ask yourself, what are you doing to make a difference in this world? 
❌Will you help a child be rescued? 
❌Will you help find aftercare for the child?
❌Join us in our efforts to benefit Operation Underground Railroad, whose efforts do these exact missions‼️
Follow @influencers_act and @ourrescue in our efforts to continue spreading awareness and bringing light!
💙please purchase a shirt or make a donation.

❌Please, Rise Up for the children and save a life!‼️
.
.
.

#enditmovement❌ #ourrescue #endchildtrafficking #thisisnotaconspiracy #saveourchildren #wakeup #whereareallthechildren #iact #riseup #getloud #july30 #whereisthemediacoverage #trump2020 #stoptrafficking #stopchildtrafficking #makeadifference #beavoice #draintheswamp #exposehollywood #spreadlight #awarness #thisisnotokay #outofshadows #savethechildren #influencersact #blogger  #bloggersunite #exposehollywoodpedophelia #pedopheliaisnotasexuality #lockthemup",,,,"1,639",2.6
Elisa Love Steele,conservativebabes,46619,2020-07-29 07:59:18 PDT,Photo,1468,60,0,https://www.instagram.com/p/CDOu9CqDzTH/,https://www.instagram.com/p/CDOu9CqDzTH/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116017311_3258782387532834_2610414526756146127_n.jpg?_nc_cat=110&ccb=2&_nc_sid=8ae9d6&_nc_ohc=aywNNUVXyE0AX-mqqNA&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=8c6bd44b18c1ae5216041cec9c7447e2&oe=60238362,,"Anyone else feel like there might be a priority issue here? How can the evilest and dark child abuse/child porn run wild on the internet, yet somehow Facebook can remove the video I posted of doctors in less than 9 minutes? 

A lot you have asked if I believe the information shared by the doctors the other day about treatments for COVID-19. Here’s the thing, I just don’t know. 🤷‍♀️ BUT I do know that it’s alarming that the video is being censored. I don’t know if their “cure” and solutions are accurate or effective or not, but I believe people have the right to hear alternative views. We, as free Americans, should have the ability to access a wide variety of information and be allowed to make our own judgments and decisions about what is right for our health.
.

.

.

.

.

.

#trafficking #HumanRights #SexTrafficking #SexTraffickingAwareness #HumanTrafficking #HumanTraffickingAwareness #StopTrafficking #StopHumanTrafficking #EndHumanTrafficking #sexslavery #salvery #endslavery  #FightTheNewDrug #PornKillsLove #our #operationundergroundrailroad #timballard #wayfair #endhumantrafficking❌ #antihumantrafficking #pregnant #35weekspregnant #35weeks  #riseup #worlddayagainsttrafficking #helpthem #getloud #endslavery #endchildtrafficking #endchildabuse #enditmovement❌","How CAN THE MEDIA SO INSTANTLY CENSOR AND REMOVE A VIDEO FROM THE INTERNET WITH ALTERNATIVE COVID-19 INFORMATION, YET CHILD PORNOGRAPHY IS STILL RUNNING RAMPANT? @CONSERVATIVEBABES ELISA STEELE",,,"1,528",1.04
Pardon My American | PODCAST,pardon_my_american,75008,2020-07-23 23:58:32 PDT,Video,1404,74,28030,https://www.instagram.com/p/CDA_Z4Mg0af/,https://www.instagram.com/p/CDA_Z4Mg0af/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/115050680_1658422400982670_1323110569943939862_n.jpg?_nc_cat=102&ccb=2&_nc_sid=8ae9d6&_nc_ohc=0xEe0ymdxXgAX9BgzJr&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=16fc79ff8a5340103890e9f3a5f20de1&oe=6023D44E,,"The whole world was hit by a “plague.” Other countries are dealing with this “plus plus plus.”
.
.
#pardonmyamerican #qanon #wwg1wga #plusplusplus #qplus #potustrump #thestorm #thematrix #redpilled #patriotsunited #patriotsawakened #patriotsincontrol #theplantosavetheworld #fallofthecabal #fallcabal #endchildtrafficking #pedogateisreal #pizzagate🍕 #epsteincoverup #epsteinisland #seanhannity #trump2020 #yearoftheboomerang #gitmo #obamagate #thestormisuponus",ON THE PHONE PRESIDENT DONALD TRUMP /FX NEWS channel EXCLUSIVE INTERVIEW WITH PRESIDENT TRUMP BREAKING NEWS,,,"1,478",-1.02
Dianna Dahlgren Bates,diannadahlgren,463043,2020-07-30 12:13:41 PDT,Album,1417,26,0,https://www.instagram.com/p/CDRw2-JAglK/,https://www.instagram.com/p/CDRw2-JAglK/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116244213_200031671472995_6839636008746671140_n.jpg?_nc_cat=106&ccb=2&_nc_sid=8ae9d6&_nc_ohc=9bD4E1AzxiQAX8C0-Xf&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=ff962e36c040f5bb951a90f2f72987d7&oe=60255AF1,,"BE AWARE OF WHATS HAPPENING TO OUR BABIES!!!!
So incredibly shocked this day isn’t blasted across mainstream media and this is all they are talking about today. MILLIONS of children world wide go missing, they are sold for slavery, sex trafficked and more... severely disturbing things I’ve seen about “adrenochrome” look that one up on DuckDuckGo !!!
Please take those missing children’s posters, amber alerts and iPhone alerts serious!
Please God bring these babies back to their families!!! Amen 🙏🏻
#endtrafficking #endchildtrafficking #childtraffickingawareness #childtrafficking #humantrafficking #endhumantrafficking",,,,"1,443",-6.8
Influencers ACT,influencers_act,N/A,2020-07-30 06:02:56 PDT,Photo,1265,42,0,https://www.instagram.com/p/CDRGblLDrOw/,https://www.instagram.com/p/CDRGblLDrOw/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116340600_155320399504314_8755718532252887897_n.jpg?_nc_cat=103&ccb=2&_nc_sid=8ae9d6&_nc_ohc=3CVgjObJj6MAX_8bm35&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=35689647b0f865d00696dc9c5ee931f1&oe=60268528,,"💙Today is “World Day Against Trafficking in Persons.”
💙Human trafficking is a 150 billion industry.
💙Over 2 million children are enslaved.
‼️We are uniting as Influencers Against Child Trafficking.
❌We are rising up!
❌We are getting loud!
❌We will not sit by and let the media ignore the millions of children missing and sold into slavery.
❌We ask you to do the same, join a movement, a demonstration, call out your media and local officials!
❌WHERE ARE ALL THE CHILDREN?⁉️
Ask yourself, what are you doing to make a difference in this world? 
❌Will you help a child be rescued? 
❌Will you help find aftercare for the child?
❌Join us in our efforts to benefit Operation Underground Railroad, whose efforts do these exact missions‼️
Follow us @influencers_act and @ourrescue in our efforts to continue spreading awareness and bringing light!
💙please purchase a shirt or make a donation, link in bio

❌Please, Rise Up for the children and save a life!‼️
.
.
.

#enditmovement❌ #ourrescue #endchildtrafficking #saveourchildren #whereareallthechildren #iact #riseup #getloud #july30 #whereisthemediacoverage #stoptrafficking #stopchildtrafficking #makeadifference #beavoice #spreadlight #awarness #bealight #outofshadows #savethechildren #luxewithgrace #influencersact",,,,"1,307",3.5
Monika Boch ✨ Positivity Babe,monika.boch,64939,2020-07-30 09:32:19 PDT,Photo,1193,88,0,https://www.instagram.com/p/CDReZF7hVmo/,https://www.instagram.com/p/CDReZF7hVmo/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116152464_180506566806347_6702715276493740356_n.jpg?_nc_cat=107&ccb=2&_nc_sid=8ae9d6&_nc_ohc=VI1aU38X3YsAX9dpDYm&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=d7d2dd54bf2addade0648da228a3f7be&oe=60243F5B,,"13 years old, 17 years old, 6 MONTHS OLD...Ages of children who have been taken, abused and RESCUED! But there are so many more that need our help. Every 30 seconds a child is sold into slavery. That's 1 million children in a year. I know that so many things around us seem dark, MAY WE BE THE LIGHT. May we be the voice for the ones who don't have one. *️⃣ How can you help *️⃣ 1️⃣ use your social media to raise your voice 2️⃣ text HELPTHEM to 51555 3️⃣ share the message with your circle to grow awareness 4️⃣ follow @ourrescue for more information and to learn more ways you can help *️⃣ this is a global issue that is continuing to grow. See my stories for more information and how you can help 💙 Proud of these ladies for using their voice and speaking up @wetheclassy @baileyannhawkins @styledbydaisies @stacie.lamothe @apriljwagner @roselynweaver @monika.boch @nashvillewifestyles 

-
#worlddayagainsttrafficking 
#endchildtrafficking 
#speakup #takeactionnow #humantraffickingawareness #endhumantrafficking",,,,"1,281",1.15
Nabz - E.W.O,e.w.o_2021,N/A,2020-08-24 17:35:06 PDT,Photo,1238,24,0,https://www.instagram.com/p/CESthA2HeBn/,https://www.instagram.com/p/CESthA2HeBn/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/118319380_369488341118604_1859183140514292543_n.jpg?_nc_cat=108&ccb=2&_nc_sid=8ae9d6&_nc_ohc=Y7RzBb2SWBYAX-zS_As&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=1e947f617f564eb8c1fed7ebef044f85&oe=602657F9,,"WHY?
WE KNOW WHY!
#saveourchildren #savethechildren #endchildtrafficking #boycottthemedia #childrenarentforsale 
#eyeswideopen #wakeup",#C WHY IS MAIN STREAM MEDIA SILENT ABOUT CHILD TRAFFICKING,,,"1,262",19.72
Pardon My American | PODCAST,pardon_my_american,120722,2020-09-15 08:51:35 PDT,Album,1128,133,0,https://www.instagram.com/p/CFKbF5xAka8/,https://www.instagram.com/p/CFKbF5xAka8/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/119532568_1051089721976130_346754426500234742_n.jpg?_nc_cat=106&ccb=2&_nc_sid=8ae9d6&_nc_ohc=DTOcReKbt2wAX8Gckfq&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=1aad458c3249015e6b6cad09aa570ef7&oe=6025A676,,"This mornings Reddit news...Netflix movie “Cuties” is trending on porn sites now?!? 🤬🤢🤮
.
.
.
#pardonmyamerican #pedomedia #pedophelia #pedowoodsatanic #satanichollywood #satanicritualabuse #thestorm #thesepeopleareevil #sickomode #netflixpedofilia #lolitaexpress #unsealepstein #epsteincoverup #globalelites #epstiendidntkillhimself #billclintonisapedo #saveourchildren #endchildtrafficking #endpedophilia",,,,"1,261",-1.92
✖️Children’s Riot✖️,childrensriot,N/A,2020-09-15 12:51:45 PDT,Photo,1191,56,0,https://www.instagram.com/p/CFK2k8Pgx88/,https://www.instagram.com/p/CFK2k8Pgx88/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/119446062_251262286113434_4515490060231595834_n.jpg?_nc_cat=104&ccb=2&_nc_sid=8ae9d6&_nc_ohc=Pq2WOknpqCcAX-WchGF&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=19dde16ed9e055bb519683341270703e&oe=6023A615,,"❌THIS IS AN EMERGENCY❌

Innocent children are being exploited across all social media platforms RIGHT NOW. 

This app you are on, a video of a child being sexualized and trafficked was just uploaded to a predators account with no consequence. 

Do you really want to stop this?! 

APPLY SOME DAMN PRESSURE! 

Sign every letter, sign every petition, don’t stop talking about what is happening to our children! 

We have linked every way you can help in our bio. 

Do more then just double tap, 

LEAD AND TAKE ACTION 👊🏼🔥

#endhumantrafficking #endchildabuse #jointhemovement #reform #notforsale #endchildtrafficking #jointheriot #startariot #protectthechildren #childrenslivesmatter #protecttheinnocent #childrensriot #letsriot #saveourchildren #makeastand #takeaction #bealeader","WE WITNESS INNOCENT RAPED, BOUND, CHILDREN BEING WHIPPED SEXUALIZED SOLD, & BURNED, SOCIAL MEDIA TORTURED DAY ACROSS IN AND DAY OUT REPORTING ACCOUNTS IS NOT ENOUGH",,,"1,247",2.8
Randalyn Bailey,randalynbailey,19936,2020-07-29 11:17:33 PDT,Photo,1124,40,0,https://www.instagram.com/p/CDPFpEngFf-/,https://www.instagram.com/p/CDPFpEngFf-/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/116275730_112472747086447_5660973093025802128_n.jpg?_nc_cat=108&ccb=2&_nc_sid=8ae9d6&_nc_ohc=rNLmmcqIns0AX9-nMug&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ee6b0d07e663eecf00f7287dfff09ada&oe=603552D6,,"What is your first gut reaction when you see this photo. MY HEART BREAKS. Our children don’t feel they have a voice... we are their voices. 

There should be no controversy or sides when it comes to sex trafficking. The numbers are horrific. 😩 It’s a billion dollar industry. In fact, human trafficking is estimated to bring in global profits of about $150 billion a year. $150 BILLION!!! Due to the events over the last several months, this industry is booming. ⁣

⁣
Here are a few FACTS from @ourrescue and the founder @timballard89 
⁣
👉🏼800,000 children go missing EVERY year. Read that again. EVERY YEAR! ⁣
👉🏼98% of victims are female⁣
👉🏼The United States is the #1 consumer of child sex/exploitation material in the WORLD (consuming and producing)⁣
👉🏼In March there were 2 million reports of crimes against children in the US… TWO TIMES more than the year prior. ⁣
👉🏼April was FOUR TIMES more than last year. FOUR MILLION REPORTS.⁣
👉🏼1 in 5 children will be sexually solicited before they turn 18 in the US⁣
👉🏼Every 30 seconds a child is stolen for sex, slave labor or for organ harvesting in the world.⁣
⁣
Now let’s ask ourselves a few questions…. ⁣
⁣
👉🏼What would happen if every 30 seconds a child died from Covid? Would there be noise? Would we be fighting to keep them healthy and safe?⁣
👉🏼Why isn’t MSM covering this? ⁣
👉🏼Why are social platforms shutting down posts speaking out against this?⁣
⁣
Why are numbers sky rocketing you ask? 🤷🏼‍♀️⁣
⁣
👉🏼Go watch @TimBallard89’s last two IGTV to see why! ⁣
⁣
Our children need us. RIGHT NOW. 🙏🏼⁣
⁣
#SAVETHECHILDREN #RISEUP ⁣#stopsextrafficking #stophumantrafficking 

‼️‼️July 30th is Human Trafficking Awareness Day. IT’S TIME TO MAKE NOISE! 🗣🗣⁣
⁣
Text HELPTHEM to 51555 to be in the loop with what is going on from @ourrescue ⁣

 #savethechildren #repost #unknownauthor #stopnormalizingpedophilia #stoppedofilia #pornkills #endchildtrafficking #endtrafficking #savethechildren #stopsextrafficking #stoptrafficking #thegreatawakening #ourrescue #voiceforthevoiceless #getloud #worldtraffickingawarenessday #wherearethechildren 

📸 cred: @templestarphotography",,,,"1,164",1.63
The TRUTH will set you Free,exposing_the_truth2day,21347,2020-07-10 17:51:00 PDT,Photo,1012,92,0,https://www.instagram.com/p/CCe3kINpM1i/,https://www.instagram.com/p/CCe3kINpM1i/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/106922680_3286655911354670_8571053140500348597_n.jpg?_nc_cat=100&ccb=2&_nc_sid=8ae9d6&_nc_ohc=oPM01uVVXX0AX8qFhqB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=d2dc60c30c249ceea1952dfab7228542&oe=6035A285,,"Some social media users believe that the furniture and home-goods company is selling “missing children” through their high-priced cabinets and throw pillows costing nearly $10,000 to $12,000 and $9,000. Multiple Twitter users posted pictures of the website’s high-priced cabinets, which users claim are listed alongside people’s names. Link in @wokehub bio . I have also posted a few of these tweets in my stories today! 🤬 #endchildtrafficking","NESHC wavfair [TOP NEWS] WAYFAIR WEBSITE ACCUSED OF SELLING 'MISSING CHILDREN' Wayfair, an American e-commerce company that sells furniture, is being accused of selling missing children after the store lists cabinets and throw pillows for $12K and up.",,,"1,104",2.71
Truthiscalling,truthiscalling,N/A,2020-08-24 09:31:54 PDT,Photo,1035,47,0,https://www.instagram.com/p/CER2N6fA2Oy/,https://www.instagram.com/p/CER2N6fA2Oy/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/118129115_4314398668634106_1771411103486167865_n.jpg?_nc_cat=106&ccb=2&_nc_sid=8ae9d6&_nc_ohc=Dz3ba4oMpw4AX9mnh_y&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=d882c2e5b818b25247c25ea0574f3a2a&oe=60259E5C,,"I honestly do not get how people can be so quick to dismiss claims that this is a problem not just in Hollywood, but the world. There’s been too many situations involving it to just flat out deny at this point. 

All I can think of is these people are in one or a combination of these categories:
 
1.  Scared to wake up and deal with the realization this happens in the world they live in. You might call this being a ‘sheeple’. 
2. Aware but just want to be contrarian. 
3. They are one themselves. 

Let me know what you think.  Am I way off? 

Repurpost @charmszs 
#endchildtrafficking #endhumantrafficking #realproblems #wakeupsheeple #pedowood #hollyweird #sra #timewithjesus #readyourbible #q #qanonposts #qanon #pizzagate #conspiracy #conspiracytheory #researchflatearth #birthpangs #endtimeprophecy #endtimesigns #wakeuppeople #woke #redpill #redpillbluepill #wwg1wga #christianwalk #dailyscripture #walkbyfaith #prayerworks #lastdayssaints  #judgementiscoming","SINEAD O'CONNOR EXPOSED CHURCH SEX ABUSE IN 1992 COREY FELDMAN EXPOSED PEDOPHILES IN HOLLYWOOD AUN REPORT FOUND THEY EMPLOY 3,300 PEDOPHILES DANIEL TOSH EXPOSED PEDOPHILE CHANNEL BILL CLINTON AND MANY POLITICIANS ON YOUTUBE WITH 12 BILLION VIEWS FLEW EPSTEIN'S LOLITA EXPRESS AN ACTRESS TRAFFICKED THE MEDIA COVERED UP/ KIDS FOR AN ELITE SEX CULT JIMMY SAVILLE SPEDOPHILIA A FORMER UK P.M. RAPED KIDS IT WAS COVERED UP AND PEOPLE STILL THINK ELITE PEDOPHILIA RINGS AREJUSTACONSPIRACY THEORY",,,"1,082",-1.45
Influencers ACT,influencers_act,3342,2020-08-12 07:07:46 PDT,Photo,1056,23,0,https://www.instagram.com/p/CDysLwcg0Je/,https://www.instagram.com/p/CDysLwcg0Je/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/117346956_324356882021038_8336915095774511987_n.jpg?_nc_cat=109&ccb=2&_nc_sid=8ae9d6&_nc_ohc=NQz5K2q-j-8AX_KVpo6&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=838da8dd36964ae43140e1424fe5e8ac&oe=60238870,,"Tragic how the media avoids Child Trafficking. We must not stop and keep bringing it up no matter how many keep their eyes closed! Soon people will wake up and see this is actually happening and closer to them than most realize!
.
.
.
#whereisthemedia #stopchildtrafficking #endchildtrafficking #iact #influencersact #saveourchildren",Reminder Child Trafficking is still going on Figured I would remind you since nobody on TV does @INFLUENCERS_ACT @MAJAVATION,,,"1,079",2.89
Anchor The Light of Creation,megankoufos,9514,2020-08-24 22:03:26 PDT,Photo,1020,38,0,https://www.instagram.com/p/CETMOUYHn_Q/,https://www.instagram.com/p/CETMOUYHn_Q/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/118366101_644946602826637_4365677465657700362_n.jpg?_nc_cat=108&ccb=2&_nc_sid=8ae9d6&_nc_ohc=ZokEx5SkFJMAX94J8ww&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=a61bbbefc63b4bf0466c1ad277ac6562&oe=60242F1C,,"It’s easier to look away and lump this in with a ‘conspiracy theory’, so let me tell you.
.
A child being stolen every 30 seconds somewhere in the world for sex trafficking, slavery or organ havesting - IS A FACT.
.
That there are over 17,000 convinced pedohiles in Australia who are not being adequately monitored - IS A FACT.
.
There are currently 28, 90 year suppression orders protecting the names of high ranking officials in the Australian government who are pedophiles - IS A FACT.
.
That currently there are over 7.4 million child sexual abuse images circulating in Victoria  alone - doubling the amount from last year - IS A FACT.
.
That there have been many testimonials from victims of ritual sexual abuse from high level government officials that have been ignored by MSM - IS A FACT
.
That the systematic grooming and over sexualisation of our kids is through everything from toys, to clothes, games, movies, music - including pedophile symbology - IS A FACT.
.
Pedophiles are protected not only in our country, but around the world - with many serving minimal sentences, if they get sentenced at all for their absolute heinous crimes - IS A FACT.
.
The internet and social media can censor information that goes against the mainstream narrative, but they can’t seem to get rid of pedophile accounts and child sexual abuse material - IS A FACT.
.
If our world isn’t run by elite pedophiles in ever facet of our world then WHY ARE PEDOPHILES & CHILD RAPISTS SO PROTECTED IN THIS WORLD????
.
So if you want to turn away and ignore the facts and label them all as ‘conspiracy theories’ then you are just looking for an excuse to sit in the lap of your privilege and turn a blind eye. AND THAT IN MY EYES MAKES YOU COMPLICIT!!!!!
.
.
.
.
.
.
.
.
.
.
.
#ourrescue #forthekids #wakeuppeople #truthseeker #future #conscious #collective #secretsocieties #openyoureyes #mindcontrol #consciousawareness #freedomthinker #awareness #peoplepower #voice4ourkids #savethechildren #draintheswamp #thegreatawakening #saveourkids #kidslivesmatter #conspiracyrealist #notonmywatch #riseup #strongertogether #wewillnotbesilenced #truth #childlivesmatter #childrenslivesmatter #stopchildtrafficking",The real reason you're not paying attention to the #childrenslivesmatter or #endchildtrafficking movement is because the mainstream media haven't told you to. @megankoufos,,,"1,058",10.48
Lauren | Motherhood+Lifestyle,lauren_mcmama,N/A,2020-07-20 12:00:03 PDT,Photo,905,122,0,https://www.instagram.com/p/CC3_WbgFM53/,https://www.instagram.com/p/CC3_WbgFM53/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/114214885_316587976184537_3254662569121564211_n.jpg?_nc_cat=104&ccb=2&_nc_sid=8ae9d6&_nc_ohc=O6_Vds1Dj4AAX_OP6Kj&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=24bb30530391a660be0db52030d5239f&oe=602572E1,,"HUMAN TRAFFICKING IS A PANDEMIC. It is an injustice that affects millions of people every year on every continent and at all socioeconomic levels. Human trafficking is a highly-organized and lucrative business, generating 150 billion USD per year. Out of all the atrocities in this world, the slavery, sexual exploitation, tortue and ritual abuse of children has got to be at the very top. ⁣
⁣
The latest global estimate according to the International Labor Organization (the United Nations agency that deals with global labor issues), calculates that nearly 21 million people are victims of human trafficking worldwide.

These Children are innocent & helpless, and they matter, and it’s high time the good citizens of this earth come to terms with the horrors of what is really going on, and confront it head on: CHILDREN AND INFANTS ARE BEING BOUGHT AND SOLD FOR SEX.⁣
⁣
How can you help?⁣
⁣
1. Through prayer. Ask God for his heart on this matter, and ask for direction in partnering with his heart and with his plan to end the scourge of child sex trafficking. ⁣
⁣
2. By raising awareness. Social media is the avenue that will reach the most people.
⁣
3. By donating to trusted organizations that are actively on the ground fighting for change, rescuing children (and adults) in slavery, and bringing predators to justice. To name a few (@exoduscry @ourrescue @childrescuecoalition).

4. Take classes on how to spot predators on-line and teach older children what signs to look for online & in person.

5. July 30th is World Against Trafficking Persons day. Share about it. Spread awareness. Sign petitions to defund p*rn websites. Research the issue. Share resources. Have one on one conversations with people. This is painful and uncomfortable, but the longer we go on ignoring it, the longer these people will get away with hurting the children. 
⁣
We would love for you to share this photo with the hashtag  #savethechildren (caption is free game as well and was adapted from RU).
.
.
.
.
#savethechildren #savethekids #stoptrafficking #endchildtrafficking #endchildabuse #endchildslavery #speakforthosewhocant #speakforthevoiceless #standup #wakeup #truthseeker #riseup #getloud",,,,"1,027",-1.01
